Bill Name,Committee Name,Congress
116-HB6966,Energy And Commerce,116
116-HR643,Energy And Commerce,116
117-HB5535,Armed Services,117
117-HB4739,Natural Resources,117
117-HB980,Natural Resources,117
116-HB7314,Oversight and Reform,116
117-HB2220,Transportation And Infrastructure,117
116-HB7054,Judiciary,116
117-HB2982,Armed Services,117
116-HB2849,Financial Services,116
117-HB4567,Energy And Commerce,117
117-HB5507,Ways And Means,117
117-HR746,Education and Labor,117
117-HB8626,Armed Services,117
116-HR539,Veterans' Affairs,116
116-HR120,Administration,116
116-HB3788,Veterans' Affairs,116
117-HB8953,Small Business,117
116-HB358,Natural Resources,116
116-HB5734,Judiciary,116
117-HB3816,Judiciary,117
117-HB858,Transportation And Infrastructure,117
116-HB2859,Agriculture,116
116-HB2964,Ways And Means,116
117-HB7952,Natural Resources,117
117-HB6031,Education and Labor,117
116-HB928,Judiciary,116
117-HB4068,Transportation And Infrastructure,117
117-HB2242,Education and Labor,117
116-HB8584,Ways And Means,116
117-HB4667,Education and Labor,117
116-HB97,Foreign Affairs,116
116-HB1991,Judiciary,116
116-HR957,Energy And Commerce,116
117-HR1172,Energy And Commerce,117
117-HB7045,Energy And Commerce,117
116-HB2634,Judiciary,116
116-HB3652,Agriculture,116
117-HB4257,Judiciary,117
116-HB2270,Education and Labor,116
117-HJR89,Judiciary,117
117-HB8768,Appropriations,117
117-HR331,Ethics,117
116-HB8149,Veterans' Affairs,116
117-HR841,Foreign Affairs,117
117-HB8111,Energy And Commerce,117
117-HB8887,Education and Labor,117
117-HB7450,Homeland Security,117
116-HB3151,Ways And Means,116
116-HB4637,Education and Labor,116
116-HB2193,Ways And Means,116
117-HB113,Energy And Commerce,117
116-HB2215,Natural Resources,116
117-HB6511,Financial Services,117
117-HB7488,Education and Labor,117
117-HB2864,Judiciary,117
116-HB8445,Foreign Affairs,116
116-HB2482,Energy And Commerce,116
116-HB4810,Energy And Commerce,116
117-HB1693,Judiciary,117
116-HB1996,Judiciary,116
117-HB4497,Financial Services,117
116-HB8649,Judiciary,116
116-HB1494,Homeland Security,116
117-HB8444,Education and Labor,117
116-HB8676,Foreign Affairs,116
117-HB4920,Energy And Commerce,117
116-HB3251,Ways And Means,116
117-HB3861,Financial Services,117
117-HB1681,Judiciary,117
117-HB6047,Energy And Commerce,117
117-HR25,Rules,117
116-HR176,Education and Labor,116
117-HB3264,Homeland Security,117
117-HB8189,Natural Resources,117
116-HB2825,Ways And Means,116
117-HB4822,"Science, Space, And Technology",117
116-HB6268,Small Business,116
116-HR1114,Judiciary,116
116-HB3328,Judiciary,116
116-HCR29,Education and Labor,116
116-HB3200,Judiciary,116
116-HB794,Oversight and Reform,116
116-HB7663,Energy And Commerce,116
116-HB8176,Ways And Means,116
116-HB7244,Ways And Means,116
116-HB349,Natural Resources,116
117-HB883,Ways And Means,117
117-HB2387,Homeland Security,117
117-HB8191,Administration,117
116-HB1468,Education and Labor,116
116-HB2353,Administration,116
116-HR906,Financial Services,116
117-HB4591,Veterans' Affairs,117
116-HB1284,Energy And Commerce,116
116-HB4060,Transportation And Infrastructure,116
117-HB3934,Foreign Affairs,117
116-HB2408,Energy And Commerce,116
117-HB4467,Financial Services,117
117-HB6514,Ways And Means,117
116-HB8437,Veterans' Affairs,116
117-HB5720,Judiciary,117
116-HB4420,Ways And Means,116
117-HB1774,Administration,117
117-HB6933,"Science, Space, And Technology",117
116-HR303,Oversight and Reform,116
116-HB5320,Judiciary,116
116-HB5489,Natural Resources,116
116-HB7499,Ways And Means,116
116-HB7839,Energy And Commerce,116
116-HB2409,Financial Services,116
117-HB4529,Ways And Means,117
117-HB1851,Natural Resources,117
117-HB1513,Financial Services,117
116-HB1203,Oversight and Reform,116
116-HR141,Foreign Affairs,116
117-HB6973,Energy And Commerce,117
116-HB2448,"Science, Space, And Technology",116
117-HB1119,Energy And Commerce,117
117-HB6573,Administration,117
117-HB925,Energy And Commerce,117
117-HB4524,Ways And Means,117
117-HB6065,Energy And Commerce,117
116-HB1287,Judiciary,116
117-HB1955,Budget,117
116-HB1309,Education and Labor,116
116-HB4365,Oversight and Reform,116
117-HB3413,Financial Services,117
117-HB5082,Ways And Means,117
116-HB3617,Oversight and Reform,116
117-HR131,Oversight and Reform,117
117-HB5078,Ways And Means,117
117-HB5,Judiciary,117
116-HB4738,Education and Labor,116
117-HB4361,Judiciary,117
116-HR628,Natural Resources,116
117-HR557,Judiciary,117
116-HB1647,Veterans' Affairs,116
117-HB8707,Agriculture,117
116-HB140,Judiciary,116
117-HCR53,Education and Labor,117
117-HB531,Homeland Security,117
116-HB6975,Natural Resources,116
117-HB3235,Oversight and Reform,117
116-HR38,Oversight and Reform,116
116-HB2476,Homeland Security,116
116-HB2516,Budget,116
117-HB4514,"Science, Space, And Technology",117
117-HB9207,Judiciary,117
117-HB3078,Energy And Commerce,117
116-HR1126,"Science, Space, And Technology",116
116-HB3491,Natural Resources,116
116-HB7737,Education and Labor,116
117-HB8117,Energy And Commerce,117
117-HB7026,Agriculture,117
117-HB210,"Science, Space, And Technology",117
116-HB1775,Transportation And Infrastructure,116
117-HB9183,Natural Resources,117
117-HB8656,Veterans' Affairs,117
117-HB3915,Ways And Means,117
117-HB4997,Judiciary,117
116-HB987,Energy And Commerce,116
116-HB1220,Energy And Commerce,116
116-HB117,Energy And Commerce,116
117-HB8113,Armed Services,117
117-HB2916,Veterans' Affairs,117
116-HB971,Judiciary,116
116-HCR16,Transportation And Infrastructure,116
117-HR704,Natural Resources,117
117-HB7438,Agriculture,117
117-HB812,Homeland Security,117
117-HB7621,Armed Services,117
116-HB9055,Financial Services,116
116-HB3969,Transportation And Infrastructure,116
117-HB245,Energy And Commerce,117
117-HB3453,Agriculture,117
116-HR1199,Oversight and Reform,116
117-HB2808,Ways And Means,117
116-HR1021,Foreign Affairs,116
116-HB6372,Oversight and Reform,116
117-HR360,Oversight and Reform,117
117-HB9156,Ways And Means,117
117-HB6882,Transportation And Infrastructure,117
117-HB3250,Judiciary,117
116-HB1637,Administration,116
116-HB5676,Education and Labor,116
117-HR624,Financial Services,117
117-HB764,Education and Labor,117
116-HR941,Judiciary,116
117-HB4697,Small Business,117
117-HB3971,Ways And Means,117
116-HB3598,Education and Labor,116
117-HB3299,Judiciary,117
116-HB3639,Foreign Affairs,116
117-HB5613,Energy And Commerce,117
117-HB6940,Foreign Affairs,117
116-HB307,Natural Resources,116
117-HB3467,Energy And Commerce,117
117-HB2270,Financial Services,117
116-HB7488,Judiciary,116
116-HB5280,Small Business,116
117-HB5112,Armed Services,117
116-HB3740,Judiciary,116
116-HB2659,"Science, Space, And Technology",116
117-HB1754,Energy And Commerce,117
116-HB5394,Homeland Security,116
117-HB4799,Natural Resources,117
117-HB2162,Judiciary,117
116-HB3737,Energy And Commerce,116
117-HB8675,Ways And Means,117
116-HB2043,Energy And Commerce,116
117-HB7417,Oversight and Reform,117
117-HB556,Foreign Affairs,117
117-HB3815,Ways And Means,117
116-HR546,Foreign Affairs,116
116-HB2212,Judiciary,116
117-HB1832,Armed Services,117
117-HB2089,Oversight and Reform,117
116-HB5017,Energy And Commerce,116
117-HR1003,Veterans' Affairs,117
116-HB6539,Energy And Commerce,116
117-HB6423,Budget,117
117-HB3240,Natural Resources,117
117-HB7078,Oversight and Reform,117
116-HB3461,Ways And Means,116
116-HB7359,Energy And Commerce,116
117-HB3910,Financial Services,117
116-HB3764,Judiciary,116
117-HB7848,Natural Resources,117
117-HB3577,Financial Services,117
117-HR1183,Judiciary,117
117-HB8045,Natural Resources,117
116-HB1578,Homeland Security,116
116-HR944,Foreign Affairs,116
117-HB7910,Judiciary,117
116-HB6970,Oversight and Reform,116
116-HB4426,Administration,116
116-HB5025,Energy And Commerce,116
117-HR1244,Energy And Commerce,117
116-HB5089,Ways And Means,116
117-HB859,Natural Resources,117
116-HB2144,Financial Services,116
117-HB5393,Energy And Commerce,117
117-HB7580,Natural Resources,117
116-HB4152,Armed Services,116
117-HB1092,Financial Services,117
116-HB8743,Ways And Means,116
116-HB5902,Transportation And Infrastructure,116
116-HB3459,Transportation And Infrastructure,116
117-HB9508,Foreign Affairs,117
117-HB9218,Energy And Commerce,117
117-HB9601,Judiciary,117
116-HB6654,Energy And Commerce,116
117-HB4080,Ways And Means,117
116-HB6065,Judiciary,116
117-HR232,Rules,117
117-HR1199,Administration,117
116-HB5288,Transportation And Infrastructure,116
116-HB8134,Energy And Commerce,116
117-HB4760,Judiciary,117
117-HB7515,Ways And Means,117
116-HB5487,Veterans' Affairs,116
116-HB3314,Oversight and Reform,116
116-HB3721,Financial Services,116
117-HB2447,Ways And Means,117
117-HB2544,Judiciary,117
117-HB5886,Transportation And Infrastructure,117
116-HR446,Foreign Affairs,116
117-HB2809,Transportation And Infrastructure,117
117-HB3463,Energy And Commerce,117
117-HB9044,Ways And Means,117
116-HB8187,Education and Labor,116
116-HB5615,Energy And Commerce,116
117-HB1464,Foreign Affairs,117
117-HB6742,Foreign Affairs,117
117-HB9425,Oversight and Reform,117
116-HB1476,Ways And Means,116
117-HB2542,Judiciary,117
116-HB8911,Oversight and Reform,116
116-HB1553,Ways And Means,116
116-HB761,Education and Labor,116
117-HB2837,Agriculture,117
117-HB7017,Oversight and Reform,117
116-HB1232,Homeland Security,116
116-HR966,Ways And Means,116
116-HB7826,Judiciary,116
117-HB450,Energy And Commerce,117
117-HCR112,Foreign Affairs,117
116-HB4462,Energy And Commerce,116
116-HB5248,Financial Services,116
116-HB5176,Education and Labor,116
117-HB9333,Energy And Commerce,117
117-HB5539,Energy And Commerce,117
116-HB3816,Oversight and Reform,116
117-HB524,Ways And Means,117
117-HB2826,Foreign Affairs,117
116-HB7435,Energy And Commerce,116
117-HB1401,Financial Services,117
116-HB2921,Ways And Means,116
116-HB4033,Energy And Commerce,116
117-HB6821,Ways And Means,117
117-HB3639,Energy And Commerce,117
116-HB5203,Foreign Affairs,116
116-HR1070,Administration,116
116-HB2345,Small Business,116
117-HB460,Energy And Commerce,117
116-HB420,Judiciary,116
116-HB6106,Education and Labor,116
117-HB3362,Education and Labor,117
117-HCR38,Foreign Affairs,117
117-HB7948,Judiciary,117
116-HB8113,Natural Resources,116
116-HB8764,Judiciary,116
117-HB4367,Ways And Means,117
116-HB3787,Homeland Security,116
117-HB1400,Energy And Commerce,117
116-HB4607,Education and Labor,116
116-HB8225,Judiciary,116
116-HB3126,Ways And Means,116
117-HB5563,Ways And Means,117
117-HB9184,Natural Resources,117
117-HB9182,Energy And Commerce,117
116-HB6787,Ways And Means,116
117-HB8581,Ways And Means,117
116-HB6875,Energy And Commerce,116
116-HB6847,Administration,116
116-HB6198,Ways And Means,116
117-HB8247,Education and Labor,117
116-HB5930,Financial Services,116
117-HR206,Administration,117
116-HB5254,Energy And Commerce,116
116-HB3500,Transportation And Infrastructure,116
117-HB7966,Judiciary,117
117-HB3542,Judiciary,117
117-HB2995,Financial Services,117
117-HB9362,Judiciary,117
117-HB7226,Intelligence,117
117-HR689,Education and Labor,117
117-HB5808,Ways And Means,117
116-HR1223,Energy And Commerce,116
117-HB6574,Administration,117
116-HB2901,Ways And Means,116
117-HB4973,Agriculture,117
117-HB2633,Ways And Means,117
116-HB1854,Energy And Commerce,116
117-HB4632,Foreign Affairs,117
117-HB2174,Education and Labor,117
117-HB2572,Financial Services,117
116-HB8305,Administration,116
116-HB4286,Ways And Means,116
116-HR1239,Education and Labor,116
116-HB3311,Judiciary,116
117-HB8306,Energy And Commerce,117
117-HB7602,Oversight and Reform,117
116-HB3159,Transportation And Infrastructure,116
117-HCR124,Oversight and Reform,117
116-HB7587,Education and Labor,116
116-HB2880,Armed Services,116
116-HB8054,Education and Labor,116
116-HB8262,Transportation And Infrastructure,116
117-HB114,Financial Services,117
117-HR253,Foreign Affairs,117
116-HB2973,Judiciary,116
117-HB7775,Energy And Commerce,117
117-HB1735,Judiciary,117
116-HB269,Energy And Commerce,116
116-HB7168,Energy And Commerce,116
116-HB6553,Ways And Means,116
117-HB9074,Oversight and Reform,117
116-HB6187,Education and Labor,116
116-HB1162,Natural Resources,116
117-HB7472,Energy And Commerce,117
116-HB1793,Ways And Means,116
117-HB6746,Education and Labor,117
117-HB7741,Judiciary,117
117-HB8520,Foreign Affairs,117
116-HB4358,Transportation And Infrastructure,116
117-HB6432,Agriculture,117
116-HB6443,Ways And Means,116
117-HB9208,Education and Labor,117
116-HB8542,Energy And Commerce,116
116-HR405,"Science, Space, And Technology",116
117-HB2274,Education and Labor,117
116-HB4105,Foreign Affairs,116
116-HB735,Oversight and Reform,116
116-HB5903,Transportation And Infrastructure,116
116-HB1044,Judiciary,116
117-HR731,Armed Services,117
117-HB2166,Ways And Means,117
117-HB4119,Financial Services,117
117-HR190,Education and Labor,117
116-HB6752,Judiciary,116
116-HB1882,Education and Labor,116
117-HB4936,Judiciary,117
117-HR1525,Judiciary,117
117-HB6808,Education and Labor,117
117-HB2941,Administration,117
116-HB3040,Transportation And Infrastructure,116
116-HR878,Education and Labor,116
116-HB264,Appropriations,116
116-HB3642,Financial Services,116
117-HB7249,Energy And Commerce,117
117-HB5119,Oversight and Reform,117
117-HB743,Oversight and Reform,117
116-HB5356,"Science, Space, And Technology",116
116-HB7831,Education and Labor,116
116-HB6024,Natural Resources,116
117-HB9004,Natural Resources,117
116-HB6882,Administration,116
117-HR316,Administration,117
116-HB5878,Foreign Affairs,116
117-HB2595,Transportation And Infrastructure,117
117-HB5677,Judiciary,117
116-HB8613,Administration,116
116-HB5982,Energy And Commerce,116
116-HB6579,Ways And Means,116
116-HB6580,Appropriations,116
117-HB428,Judiciary,117
116-HB7980,Oversight and Reform,116
116-HB2615,Foreign Affairs,116
117-HB1857,Energy And Commerce,117
116-HB7684,Veterans' Affairs,116
117-HB6672,Veterans' Affairs,117
117-HB73,Judiciary,117
117-HB2360,Small Business,117
117-HB3370,Natural Resources,117
117-HB9010,Foreign Affairs,117
116-HB4431,Homeland Security,116
116-HB824,Appropriations,116
117-HB7178,Financial Services,117
116-HB4499,Energy And Commerce,116
116-HB3271,Administration,116
117-HB6190,Transportation And Infrastructure,117
116-HB3112,Education and Labor,116
116-HB5039,Energy And Commerce,116
117-HB4319,Energy And Commerce,117
117-HB6702,Energy And Commerce,117
117-HB7287,Homeland Security,117
117-HB7322,Energy And Commerce,117
116-HR586,Energy And Commerce,116
117-HB7029,Oversight and Reform,117
117-HB148,Ways And Means,117
117-HB3930,Veterans' Affairs,117
117-HB3586,Education and Labor,117
116-HB8073,Energy And Commerce,116
116-HR200,Foreign Affairs,116
116-HB4677,Education and Labor,116
116-HB6475,Small Business,116
116-HB7571,Energy And Commerce,116
117-HB4555,Energy And Commerce,117
117-HB1795,Energy And Commerce,117
117-HB1711,Financial Services,117
117-HB3511,Energy And Commerce,117
117-HB222,Oversight and Reform,117
116-HB978,Energy And Commerce,116
116-HB2186,Education and Labor,116
116-HB3331,Foreign Affairs,116
116-HB4978,Energy And Commerce,116
117-HB2780,Natural Resources,117
117-HB5853,Judiciary,117
116-HB7418,Ways And Means,116
117-HB8631,Foreign Affairs,117
117-HR55,Energy And Commerce,117
117-HB8826,Education and Labor,117
117-HB6101,Energy And Commerce,117
117-HB6112,Veterans' Affairs,117
117-HB7127,Education and Labor,117
116-HB29,Natural Resources,116
116-HB2277,Oversight and Reform,116
116-HB1158,Homeland Security,116
117-HB6684,Ways And Means,117
117-HR937,Oversight and Reform,117
116-HB5134,Oversight and Reform,116
117-HB1852,Foreign Affairs,117
116-HB4955,Energy And Commerce,116
117-HB1503,Natural Resources,117
117-HB7486,Education and Labor,117
116-HB1,Administration,116
117-HJR53,Judiciary,117
116-HB1229,Education and Labor,116
117-HR455,Foreign Affairs,117
116-HB5663,Energy And Commerce,116
116-HB8315,Energy And Commerce,116
116-HB6603,Natural Resources,116
117-HB779,Education and Labor,117
117-HB8535,Financial Services,117
116-HB6826,Energy And Commerce,116
116-HB7416,Transportation And Infrastructure,116
116-HB3204,Transportation And Infrastructure,116
116-HB3273,Homeland Security,116
117-HB1139,Education and Labor,117
116-HB8653,Judiciary,116
117-HB5411,Appropriations,117
117-HB4291,Agriculture,117
116-HB5659,Energy And Commerce,116
117-HB5838,Ways And Means,117
116-HB6337,Ways And Means,116
117-HB83,Energy And Commerce,117
117-HB3692,Natural Resources,117
117-HB4636,Energy And Commerce,117
117-HB2904,Judiciary,117
116-HB6965,Transportation And Infrastructure,116
117-HB677,Judiciary,117
117-HB4623,Natural Resources,117
116-HB4445,Oversight and Reform,116
117-HB6764,Judiciary,117
116-HB222,Ways And Means,116
116-HB224,Oversight and Reform,116
117-HB6281,Judiciary,117
116-HB8010,Energy And Commerce,116
116-HB5491,Armed Services,116
116-HB7149,Ways And Means,116
117-HB5989,Energy And Commerce,117
117-HB7489,Education and Labor,117
117-HB7198,Transportation And Infrastructure,117
116-HB1593,Homeland Security,116
117-HB3966,Foreign Affairs,117
116-HB943,Education and Labor,116
117-HR1444,Foreign Affairs,117
116-HB3988,Oversight and Reform,116
116-HB5707,Administration,116
117-HB7436,Veterans' Affairs,117
116-HB5529,Ways And Means,116
117-HB1842,Financial Services,117
117-HB3726,"Science, Space, And Technology",117
117-HB2173,Transportation And Infrastructure,117
116-HB251,Homeland Security,116
117-HB3325,Financial Services,117
117-HB2455,Ways And Means,117
116-HB4921,Foreign Affairs,116
117-HB857,Foreign Affairs,117
117-HB4164,Ways And Means,117
